Width:"29"
Height:"31"
7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,7,7,7,7,7,7,7,3,3,3,3,3,3
7,7,7,7,7,7,7,3,3,3,3,0,0,0,0,3,0,0,0,0,3,7,7,3,3,3,3,3,3
7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,3,3,3,3,3
7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3
7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3
7,7,7,7,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3
7,7,3,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,3,0,0,0,0,0,0,3,3,3,3
0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,3,0,0,0,0,3,3,3,3
0,0,0,0,0,0,0,0,0,0,0,0,6,1,6,1,1,6,6,6,6,0,0,0,0,0,3,3,3
0,0,0,0,0,0,0,0,0,0,6,6,1,1,1,1,1,6,6,6,6,3,0,0,0,0,3,3,3
0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,3,0,3,0,3,3,0,0,0,0,3,3,3
0,0,0,0,0,0,0,0,6,6,3,6,1,1,1,6,6,1,6,3,0,0,3,0,0,0,3,3,3
0,0,0,0,0,0,0,0,6,1,1,1,6,1,1,2,6,6,3,3,6,0,3,0,0,0,3,3,3
0,0,0,0,0,0,0,0,1,1,6,6,0,0,0,6,0,3,3,3,6,6,3,3,0,0,3,3,3
3,0,0,0,0,0,0,6,6,3,0,6,1,6,4,6,6,1,6,6,6,6,3,0,0,0,3,3,3
0,0,0,0,0,0,0,6,6,1,1,1,1,1,6,0,1,1,1,1,6,2,3,0,0,0,3,3,3
0,0,0,0,0,0,0,6,1,1,1,1,0,1,1,6,0,1,1,6,2,6,3,3,0,0,3,3,3
0,0,0,0,0,0,0,6,1,1,1,2,1,1,1,1,6,1,1,1,1,6,3,3,0,0,0,0,0
0,0,0,0,0,0,0,6,6,1,1,1,1,6,6,0,6,1,1,1,6,6,3,3,0,0,0,0,0
0,0,0,0,0,0,0,6,1,1,1,1,6,6,1,1,6,1,1,1,6,6,3,3,0,0,0,0,0
0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,6,6,6,3,3,0,0,0,0,0
0,0,0,0,0,0,0,0,6,1,1,1,1,1,1,6,6,6,6,6,6,3,3,3,0,0,0,0,0
0,0,0,0,0,0,0,0,3,6,1,6,6,2,2,0,2,0,6,6,6,3,3,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,3,3,3,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,6,6,6,6,0,0,0,6,6,6,3,3,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,7,6,6,6,6,6,6,6,6,3,3,0,0,0,0,0,0,0,0
0,0,0,0,0,0,3,7,7,7,7,6,6,6,6,6,6,6,3,3,0,0,0,0,0,0,0,0,3
7,7,7,7,7,7,7,7,7,7,6,6,6,3,3,3,3,3,0,0,0,0,0,0,0,0,3,3,3
7,7,7,7,7,7,7,7,7,7,6,6,1,6,3,3,3,3,3,0,3,0,0,0,3,3,3,3,3
